Date,Brand,Type,Publisher,Product,Direct to retailer link,Status,Commission,Payment
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.09",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.15",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.06",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$1.29",""
10/29/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/29/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+VZxqkjCbw5VTfojj6L_YBw","Open","$11.00",""
10/29/25,"Nordstrom","Sale return","Nicki Entenmann","Sportswear Tech Fleece Zip Hoodie","https://rstyle.me/+j-jOkSESqsRQrTfWBOSuCQ","Open","-$7.00",""
10/29/25,"Nordstrom","Sale commission","Nicki Entenmann","Sportswear Tech Fleece Zip Hoodie","https://rstyle.me/+j-jOkSESqsRQrTfWBOSuCQ","Open","$7.00",""
10/29/25,"Nordstrom","Sale return","Nicki Entenmann","Sportswear Tech Fleece Zip Hoodie","https://rstyle.me/+j-jOkSESqsRQrTfWBOSuCQ","Open","-$6.86",""
10/29/25,"Nordstrom","Sale commission","Nicki Entenmann","Sportswear Tech Fleece Zip Hoodie","https://rstyle.me/+j-jOkSESqsRQrTfWBOSuCQ","Open","$6.86",""
10/29/25,"Nordstrom","Sale commission","Nicki Entenmann","Sportswear Tech Fleece Zip Hoodie","https://rstyle.me/+j-jOkSESqsRQrTfWBOSuCQ","Open","$6.86",""
10/29/25,"Lululemon (US)","Sale return","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+VZxqkjCbw5VTfojj6L_YBw","Open","-$13.44",""
10/29/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+VZxqkjCbw5VTfojj6L_YBw","Open","$25.83",""
10/29/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$11.87",""
10/29/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$0.44",""
10/29/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$10.77",""
10/29/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$15.60",""
10/28/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$12.39",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$2.55",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.85",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.25",""
10/28/25,"New Balance Athletics, Inc.","Sale commission","Nicki Entenmann","New Balance Unisex 9060 Sneakers - Brown/Beige/Blue (Size 6.5)","https://rstyle.me/+FOqf2bbMeryhyGSzeuZ49g","Open","$16.80",""
10/28/25,"New Balance Athletics, Inc.","Sale commission","Nicki Entenmann","New Balance Unisex 9060 Sneakers - Brown/Beige/Blue (Size 6.5)","https://rstyle.me/+FOqf2bbMeryhyGSzeuZ49g","Open","$16.80",""
10/28/25,"New Balance Athletics, Inc.","Sale commission","Nicki Entenmann","New Balance Unisex 9060 Sneakers - Brown/Beige/Blue (Size 6.5)","https://rstyle.me/+FOqf2bbMeryhyGSzeuZ49g","Open","$12.08",""
10/28/25,"Lululemon (US)","Sale return","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","-$12.39",""
10/28/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$24.78",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's High-Rise Sailor Wide Leg Ankle Jeans - Universal Thread™","https://rstyle.me/+63v7hz1V5UP36U93Ykk28w","Open","$3.00",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's High-Rise Sailor Wide Leg Ankle Jeans - Universal Thread™","https://rstyle.me/+63v7hz1V5UP36U93Ykk28w","Open","$3.00",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's High-Rise Sailor Wide Leg Ankle Jeans - Universal Thread™","https://rstyle.me/+63v7hz1V5UP36U93Ykk28w","Open","$3.00",""
10/28/25,"Nordstrom","Sale commission","Nicki Entenmann","All in Favor Contrast Collar Herringbone Bomber Jacket | Nordstrom","https://rstyle.me/+LifHzbwPS8XxIr0fICXdXA","Open","$5.18",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.58",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.60",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.93",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.60",""
10/28/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$23.52",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.06",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.18",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.20",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.15",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.01",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.05",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.02",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.59",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.02",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.03",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.12",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.02",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.05",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.07",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.25",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.21",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.05",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.42",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.03",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.08",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.70",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.08",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$1.67",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$1.10",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$1.67",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.70",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.93",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.40",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.75",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.75",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.58",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.40",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.75",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.75",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.88",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.30",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.18",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.10",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.06",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.10",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.10",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.05",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.08",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.11",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.06",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.08",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$4.05",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$4.05",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.18",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.03",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.94",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.06",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$4.05",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.10",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.01",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.11",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$1.56",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.08",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.01",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.08",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.94",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.06",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.02",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.11",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.04",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.10",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.06",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.08",""
10/28/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.19",""
10/28/25,"Vuori Clothing (US & Canada)","Sale commission","Nicki Entenmann","Sedona Sweatpant | Women's Black Fleece Sweatpants | Vuori","https://rstyle.me/+EX-PNfMy7ldpVEujp7AQiQ","Open","$9.87",""
10/28/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+r6R5Id2pmef4s-mL38rnjg","Open","$8.48",""
10/28/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+r6R5Id2pmef4s-mL38rnjg","Open","$3.57",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.88",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.93",""
10/28/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.40",""
10/28/25,"Typology - US","Sale commission","Nicki Entenmann","Tinted Lip Oil - Typology","https://rstyle.me/+qkatRBwu_5s4nZS2OBs02A","Open","$2.65",""
10/28/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$7.83",""
10/28/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$7.26",""
10/27/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Long-Sleeve Pointelle Sleep Top | Women's New Arrivals | Abercrombie.com","https://rstyle.me/+wKljIu1HO31kkSAbtf4WMQ","Open","$2.34",""
10/27/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Long-Sleeve Pointelle Sleep Top | Women's New Arrivals | Abercrombie.com","https://rstyle.me/+wKljIu1HO31kkSAbtf4WMQ","Open","$2.34",""
10/27/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Long-Sleeve Pointelle Sleep Top | Women's New Arrivals | Abercrombie.com","https://rstyle.me/+wKljIu1HO31kkSAbtf4WMQ","Open","$2.34",""
10/27/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Long-Sleeve Pointelle Sleep Top | Women's New Arrivals | Abercrombie.com","https://rstyle.me/+wKljIu1HO31kkSAbtf4WMQ","Open","$6.62",""
10/27/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$0.48",""
10/27/25,"Target","Sale commission","Nicki Entenmann","Women's Short Sleeve Cozy Knit Button-Down Cardigan Sweater - Universal Thread™","https://rstyle.me/+BuOzZraP39Mj-ORVfAWVzg","Open","$1.70",""
10/27/25,"Lululemon (US)","Sale return","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","-$11.34",""
10/27/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$11.34",""
10/27/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Wool-Blend Bubble Hem Coat | Women's Coats & Jackets | Abercrombie.com","https://rstyle.me/+USXDdbPq2EuaMQ8BZxrWyQ","Open","$3.54",""
10/27/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$10.29",""
10/27/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Long-Sleeve Pointelle Sleep Top | Women's New Arrivals | Abercrombie.com","https://rstyle.me/+wKljIu1HO31kkSAbtf4WMQ","Open","$4.62",""
10/27/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Long-Sleeve Pointelle Sleep Top | Women's New Arrivals | Abercrombie.com","https://rstyle.me/+wKljIu1HO31kkSAbtf4WMQ","Open","$2.31",""
10/27/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Long-Sleeve Pointelle Sleep Top | Women's New Arrivals | Abercrombie.com","https://rstyle.me/+wKljIu1HO31kkSAbtf4WMQ","Open","$4.62",""
10/27/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$8.12",""
10/27/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$4.32",""
10/26/25,"Nike (US)","Sale commission","Nicki Entenmann","Unisex Nike Sportswear Tech Fleece Girls' Oversized Hoodie in Black | HF8188-010","https://rstyle.me/+YGT_4K4tD4-deXIlfHZujw","Open","$15.58",""
10/26/25,"Nordstrom","Sale return","Nicki Entenmann","All in Favor Contrast Collar Herringbone Bomber Jacket | Nordstrom","https://rstyle.me/+LifHzbwPS8XxIr0fICXdXA","Open","-$6.93",""
10/26/25,"Nordstrom","Sale commission","Nicki Entenmann","All in Favor Contrast Collar Herringbone Bomber Jacket | Nordstrom","https://rstyle.me/+LifHzbwPS8XxIr0fICXdXA","Open","$6.93",""
10/26/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","High Rise 90s Relaxed Vegan Suede Pant","https://rstyle.me/+FFIBt-OylKZ57kFBdLUDNw","Open","$13.23",""
