product_name,advertiser_name,image,sku,description,price,currency,url,clicks,commissions,orders,items_sold,active_links,order_conversion_rate,items_sold_conversion_rate
Shine Satin Maxi Dress,Old Navy (US),https://product-images-cdn.liketoknow.it/_fXdUQnHf_tMjp3_xuQOvvM_jUXefQQ3RjduDjr_yqar3StrpkPFEOnR1Pvqy6gAGjKJQm5JCCIIBTUpwQAij5w5Udr7Fd9ScH.L25t4RIRhyOyIoxp1RnkT?v=2,,round neckline spaghetti straps bias cut shiny satin #842534,29.99,USD,https://oldnavy.gap.com/browse/product.do?pid=842534002&vid=1&pcid=3039148&cid=3039148&nav=meganav%3AWomen%3ATrending+Shops%3AHoliday+Dressy#pdp-page-content,1,0.00,0,0,0,0.000000,0.000000
tarte maracuja juicy lip plump – Hydrating & Volumizing Lip Plumper Gloss Balm with Nourishing ...,Amazon (US),https://product-images-cdn.liketoknow.it/av_JxmvlUiYun4m6.fQ29m0SMY.cyDdO7wGlGJS5m1C47kwTHlC7pYPQWBKvBebmzM2fyMHKok2sfv7olW3fr9GJylJy5LKFEUmexWaURokr2EEehii7Xg--?v=2,,Amazon.com: tarte maracuja juicy lip plump bestsellers duo - dahlia & rosy copper shimmer glass - full size : Beauty & Personal Care,27.00,USD,https://www.amazon.com/tarte-maracuja-juicy-plump-bestsellers/dp/B0DLHK9ZL1?pd_rd_w=7of54&content-id=amzn1.sym.a4328f54-e1e0-42b2-b600-d9e4e4b56886&pf_rd_p=a4328f54-e1e0-42b2-b600-d9e4e4b56886&pf_rd_r=51TCKPKVB03JE67BEXB7&pd_rd_wg=AjNPc&pd_rd_r=d3d07ccf-f664-4d81-9bfd-b9f5fdd3fa60&pd_rd_i=B0DLHK9ZL1&th=1&linkCode=sl1&tag=nickientenman-20&linkId=475f803ce644065460d2b4a417045a07&language=en_US&ref_=as_li_ss_tl,2,0.00,0,0,0,0.000000,0.000000
30% WOOL RIB TOP,Zara US,https://product-images-cdn.liketoknow.it/N7aXcTQI4btjCYpIDM2kDFOcuaElSPifrsJntp2fc5V6TUEn_RheiupuoUGzy5SWdH4Q226wmFjGs.x6_h_CYIkfeCJZl8UcFnW3lIH4PCF1pCujbui1PbslrqgmozlZnavIk3.6sG_Hhc0qGnz4CUc.Ib91suFt.rfhdy.XEYBOl_UlMoXDOZnW2RfhLmIbRsUEsw._wgXhQYYhnykB?v=2,464801031-507-2,Top made of 30% wool with a high neck and sleeveless design.,49.90,USD,https://www.zara.com/share/30-wool-rib-top-p05536191.html?v1=464801031&v2=2419940,1,0.00,0,0,0,0.000000,0.000000
"Flooyes Stepping Stones for Kids, 6pcs Light up & Music Non-Slip Stepping Stones, Sensory Toy for...",Amazon (US),https://product-images-cdn.liketoknow.it/jKCPjaKORSMdaqA7ZV2Jp8sxD4TcKoYaYBiiyEgnjCed9IRJeeFAg2cDtZLS6ljeKqIgaviLfJ1HP1.7O4iXGOuWsbLMfXV3uvOTcScC0LydBG982rfmSYOQ?v=2,,"Amazon.com: Flooyes Stepping Stones for Kids, 6pcs Light up & Music Non-Slip Stepping Stones, Sensory Toy for Toddler Balance & Coordination Skills, Indoor & Outdoor Toys, Toys for Toddlers Ages 3-5 : Toys & Games",38.24,USD,https://www.amazon.com/dp/B0DS23N7LG?th=1,1,0.00,0,0,0,0.000000,0.000000
Scenic Rocky Mountains Vintage Sunday Crew,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/eBaU8K9SLz_Ki9k0346Wge4E1uW92T.mPNj4SUhuqWcfuy8yLYzOOyld4EteDeolNZv5qTUsZiT.XwlLgwPFLipTg6XxmfMtDLRbqfO.KuxiIu0J1NRlj1Nx6J.EGfXAV0kjpgPZBT1aadGZ7D58ULOBrp2aNmW6_TtM?v=2,,"Comfy sweatshirt in our Soft A&F MAX heavyweight fabric and legging-friendly length, featuring a relaxed chest width, scenic Montana Rocky Mountains wrap-around graphic detail, crew neckline and banded hem and cuffs.",70.00,USD,https://www.abercrombie.com/shop/us/p/scenic-denali-vintage-sunday-crew-58582359?faceout=model&seq=01&pagefm=navigation-grid&prodvm=navigation-grid,24,0.00,0,0,0,0.000000,0.000000
SoftSpoke™ Seine Sweater,Aritzia,https://product-images-cdn.liketoknow.it/XI3VVZEH309y6FfRr4kA1kF2iZCeyE.1tQFILOkUzLHpir9U7VtsXWEeeZhnBOfz2ETwKmDnlZBdKOW.PTaEJ8FGUYB_VvilbY7cxNat9uluHrz4.xsvZRwVJAgXjqtK3Fh.TOqKCRvYLrlCIV_kMJ7yNcC7.QoMRyr1UYi_22dAc2OMJlSTJUiRRsOiPBU_iqJXrDyM?v=2,126799,"This is a fully fashioned sweater with a boat neckline. It's knit with SoftSpoke™ — plush, spongey yarn that is made with merino wool and cashmere for superior softness. It’s constructed with a Jersey stitch for a soft drape and a smooth, flat feel.",118.00,USD,https://www.aritzia.com/us/en/product/softspoke%E2%84%A2-seine-sweater/126799.html?color=1086,3,0.00,0,0,0,0.000000,0.000000
Square Neck Bra A-C,Athleta,https://product-images-cdn.liketoknow.it/8RUC2CbvsovLN_IYcDJAseYA3hmNEWYA1iTU3VzRkmxHParOwkbXXIEeORiFhkJDsWTdNQdmneIZh8GvPfLDLWMPzCtRXCpBAm18P5I8GkBRci2PFN7KznZp?v=2,,Square Neck Bra A-C | Athleta,34.30,USD,https://athleta.gap.com/browse/product.do?pid=769495102&vid=95&pcid=50014&cid=50014&nav=meganav%3ASale%3ACATEGORIES%3ASale+Bras#pdp-page-content,2,0.00,0,0,0,0.000000,0.000000
Speedcat OG,PUMA US,https://product-images-cdn.liketoknow.it/EV.nt1bZt8ZoOAn8GZTulWpSLJ25mWh4eIjgSKRfppBQ4S2wr3ZjmO_CNdRvIiOq_GttZIpOjjMtU8i1zck82DvDOYjA5rasyZrVutX9TVp3cmW2MJN1NV1g0uD2o5gb6h2YGr9_4LRzs91sjzPUvYckrl90aDZUSy7ev8468oixhJadFomTSf5m.fw9rmtFm3xxL78J1sK90jXrDM_hc4TQNbQ-?v=2,4067983281020,"An icon of racing culture, the PUMA Speedcat has been synonymous with speed, precision, and unparalleled performance for over 25 years. It originated as a fireproof Formula 1® footwear style, but over the decades it found itself on a new circuit – transcending the tracks of Monaco for the streets of global fashion capitals. Wrapped in soft suede and premium leather, this silhouette is reissued in its original red and black colorways with a new PUMA Cat Logo at the front.IMEVA: PUMA's material for a lightweight and comfortable feelPUMA's leather products support responsible manufacturing via the Leather Working Group. www.leatherworkinggroup.comLeather upperRubber midsoleRubber outsoleSuede PUMA FormstripPUMA Cat embroidered on the toe",74.99,USD,https://us.puma.com/us/en/pd/speedcat-og-sneakers/398846?swatch=31&size=0250&utm_source=chatgpt.com,1,0.00,0,0,0,0.000000,0.000000
"charmast Portable Charger with Built-in Cables & Wall Plug, 10000mAh Portable Power Bank, Externa...",Amazon (US),https://product-images-cdn.liketoknow.it/TT4bfAJOcokJEqljLQ4Wq9VtYl.swu7ug0qVe6hgj8asAA51eLHBf8X1OBqBAbOhf0E_bV0YdfMUFSQUylH.wMIi_ol_R_jZ3yT0HuzuwBusWKMOct9dwpCn?v=2,,"Amazon.com: charmast Portable Charger with Built-in Cables & Wall Plug, 10000mAh Portable Power Bank, External Battery Pack Travel Essentials Compatible with iPhone 16/15/14/13, Samsung, iPad etc : Cell Phones & Accessories",24.99,USD,https://www.amazon.com/gp/product/B0CFHK3MV4?th=1,3,0.00,0,0,0,0.000000,0.000000
Urban DecayUD x Robin Eisenberg All Nighter Setting Spray Duo Set,Sephora (US),https://product-images-cdn.liketoknow.it/5IMt11LTIsevd0AoLosf4bngGoFufGnEgrbw5K6Y0CHtybnWkRGXlC1hKlEdwv9Xa29FuSAAyO6jqPTKzDEyo1UhxCUo4IcbJZLVDCfOmXi245df3iKCX9hu9tslTih9Ms5_Sk9Dvl0-?v=2,,Shop Urban Decay’s More For Me All Nighter Setting Spray Duo Set at Sephora. This limited-edition duo set includes two setting sprays.,42.00,USD,https://www.sephora.com/product/more-for-me-all-nighter-setting-spray-duo-set-P501510?skuId=2618965&keyword=2618965,1,0.00,0,0,0,0.000000,0.000000
Speedcat OG Sneaker (Men),Nordstrom,https://product-images-cdn.liketoknow.it/QX5UBQfLblMiPM8WI907apezsqmLI3rkn5edcgSiA3pKohgiQ43zjYsxrmq2krb2FebPPWQJFv5cla7VbPXyrPVK8Pn.MrOngEtNWPZ5RF618o.vUtBed2BtXvWv6HDmZbEzpJLjxhr.gcortoeQyt2udPLxoH_BIB9amQ--?v=2,,"Free shipping and returns on PUMA Speedcat OG Sneaker at Nordstrom.com. <p>A low, streamlined profile revs up the energy of a suede-wrapped sneaker designed with an iconic racer silhouette and a mix of textures keeping the pedal to the floor. Aerodynamic stitching and an embroidered PUMA Cat on the toe maintain the fan-favorite pace.</p>",100.00,USD,https://www.nordstrom.com/s/speedcat-og-sneaker-men/7970717?color=HAUTE+COFFEE%2F+FROSTED+IVORY&size=9.5&country=US&currency=USD&utm_source=chatgpt.com,2,0.00,0,0,0,0.000000,0.000000
Miss Mouth's Messy Eater Stain Treater - 16oz Spray and 2 Pack Stain Pens,Amazon (US),https://product-images-cdn.liketoknow.it/iFC2DuEtyzG1g8EBiuD7okAZ.lkh6rMQN0xdyZMNF_EnaP_U9Nq_drB2.RfAQZGNI02ZVlKQc0NEyxh5vWtabRif02mQzzCWq9wNIMCOWwWnD39eaneSnOtc?v=2,,Amazon.com: Miss Mouth's Messy Eater Stain Treater - 16oz Spray and 2 Pack Stain Pens : Health & Household,39.00,USD,https://www.amazon.com/dp/B0F498STM7?linkCode=spc&tag=onamznickient-20&creativeASIN=B0F498STM7&asc_item-id=amzn1.ideas.PQR4FDWHZH6Y&ref_=aip_sf_cur_spv_ofs_d_asin,1,0.00,0,0,0,0.000000,0.000000
Levi's® Women's Hybrid Trucker Jacket - Mixed Emotion,Target,https://product-images-cdn.liketoknow.it/eNRALoS5EyWIg3lyVtzdz17OB1GoK_lM9S.RXzebwqp07xQcfGClPEvQefGnUraxj0ijJWPfRBZ8UpfZpd953bDsBMPHWIUIkjATukH9EgnU_gD5KM7bY2HAY5XB8WPvdh1O_qXHPv_XkN.xfbodYjggsgXOnOMmKPLFF2Ljp_CyVS1AY5eyTG4-?v=2,,"Read reviews and buy Levi&#39;s&#174; Women&#39;s Hybrid Trucker Jacket - Mixed Emotion M at Target. Choose from contactless Same Day Delivery, Drive Up and more.",55.99,USD,https://www.target.com/p/levi-s-women-s-hybrid-trucker-jacket-mixed-emotion/-/A-94472361?preselect=94417482#lnk=sametab,1,0.00,0,0,0,0.000000,0.000000
Tankaneo Womens Faux Leather Bomber Jackets Cropped Zip Up Color Block Fall Casual Moto Biker Coa...,Amazon (US),https://product-images-cdn.liketoknow.it/PqXzMNUE7fLxdIINTBZ7b2C4WVRFh8LLy1BHCkbjZitsgjbENdRlQLsuROJXGqxpuGPEdu_rs_KDo8X.mes9XcTVyPuB.TKcw3NQC9aCRx1b6272BNRr6nEh?v=2,,Tankaneo Womens Faux Leather Bomber Jackets Cropped Zip Up Color Block Fall Casual Moto Biker Coats at Amazon Women's Coats Shop,36.00,USD,https://www.amazon.com/Tankaneo-Womens-Leather-Jackets-Cropped/dp/B0DFWVNH9Q/ref=sr_1_14?th=1&psc=1,1,0.00,0,0,0,0.000000,0.000000
Demetra Dress in Crimson,Revolve Clothing (Global),https://product-images-cdn.liketoknow.it/ISE6INn0W61Qeu0hVk3zV54tti6pjSvXPpjiD7Mqfd7djvYCgRaMfNsNYHiRipJVePUMYWH2x8uwsjJYRhzLNBQwn707bLojTSXI5vGelH79QWNHIfhec6pU?v=2,AMAN-WD1152,mini dress,229.00,USD,https://www.revolve.com/mobile/amanda-uprichard-demetra-dress/dp/AMAN-WD1152/?d=Womens&vn=true&itrownum=2&itcurrpage=1&itview=01,6,0.00,0,0,0,0.000000,0.000000
"Orgain Creatine Monohydrate Micronized Powder, Unflavored, Supports Muscle Growth, Post Workout R...",Amazon (US),https://product-images-cdn.liketoknow.it/3eJThH.hBiRc.v1iGKPCk29Bt9jENcadKUOILs9fYSpD2qmyBuIfbZ_kOciXZ.oCxQkVxy3Mc4SkEqfqLbtiLuY9T7huvqn_X_aA_nA..54GKg8VeRs5X4WQ?v=2,,"Amazon.com: Orgain Creatine Monohydrate Micronized Powder, Unflavored, Supports Muscle Growth, Post Workout Recovery and Brain Health, No Artificial Additives, for Men & Women, Vegan, 100 Servings",18.97,USD,https://www.amazon.com/dp/B0DWGM5ZXQ?linkCode=spc&tag=onamznickient-20&creativeASIN=B0DWGM5ZXQ&asc_item-id=amzn1.shoppablemedia.v1.eaab1cb6-54cd-498c-87f6-75ca3359d136&ref_=aip_sf_photo_spv_s_ofs_mixed_d_asin,2,0.00,0,0,0,0.000000,0.000000
The A&F Madeline Crew Sweater Tee,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/qH52suUBhCoFi8DX740pKtCVwH.qFXC6Q7QJwZAZtx7zCbRZ0TE5h0LxUxl2b4q9PhHB_WGkyJ1da5sPpjM.m3lQh.E76.dr0em6sUlY7lTk78GQGzy0sAEbAL.u2cFV1d1fruNr1mVvXoVwpt7eiPowaXmQR7jKVl_VmDbQREuv20MfQHSF?v=2,,"Easy-fitting short-sleeve tee in our soft sweater yarn fabric, with a crew neckline and rib trim details along the neckline, hem and cuffs. Pairs perfect with your favorite skirt or pair of jeans!",50.00,USD,https://www.abercrombie.com/shop/us/p/the-a-and-f-madeline-textural-crew-sweater-tee-58874401?seq=22,7,0.00,0,0,0,0.000000,0.000000
a.Jesdani Womens Plus Size Cardigans Casual Lightweight Ribbed Open Front Soft Knit Cardigans Swe...,Walmart (US),https://product-images-cdn.liketoknow.it/3JtnzGxa7nKinZJaGDGWoBKNs1Lan0vjemh6c.vZfFsytpUp8O50QBKyKQ2LAR4c_AYm_NtaZfyroy7JYYSLcgElOWVfNuDO.44utnD7f3LGzaKfqswjSTSRFo0icPX_nLw5EjfayToUiU2Byh5qJrdwnllr1OTmBl8N_cJ43MIWINCAK0lCARKPWSPLyfeKuwAlrJJPNKjEWs0wRpAK57ga84nurFyJgQNhY1Ff.F4d3mHOcK1VNg7wO4R_sno9a7j6Y6ZM3XHlv8CiyQVx3FDfgCWBtcuH0ZvcDtBPKJsxyP9GY3LzA3JUps9ndxjOHhb_?v=2,,Buy a.Jesdani Womens Plus Size Cardigans Casual Lightweight Ribbed Open Front Soft Knit Cardigans Sweater M-4XL at Walmart.com,21.99,USD,https://www.walmart.com/ip/a-Jesdani-Womens-Plus-Size-Cardigans-Casual-Lightweight-Ribbed-Open-Front-Soft-Knit-Cardigans-Sweater-M-4XL/17319465094?classType=VARIANT&adsRedirect=true,1,0.00,0,0,0,0.000000,0.000000
Hugcurve Detachable Halter Sports Bra Racerback for Women Padded Square Neck Open Back Yoga Worko...,Amazon (US),https://product-images-cdn.liketoknow.it/lx5MdMC1i93NBsBNuBD7JdhsRo24xYCvAEAXPmzIhC5FHLPk9tNZ4i45wyyeDRy97rkfOzNjH_eDF4VNqD9a0h9ZXLcib1JX33KPHjkeehpcbhmoxRkmkA--?v=2,,UNISSU Hugcurve Detachable Halter Sports Bra Racerback for Women Padded Square Neck Open Back Yoga Workout Top Aurora Red Medium at Amazon Women’s Clothing store,28.00,USD,https://www.amazon.com/dp/B0FHZTTZM2?linkCode=ssc&tag=onamznickient-20&creativeASIN=B0FHZTTZM2&asc_item-id=amzn1.ideas.19ZKUL4I0LRM2&ref_=aipsflist_asin,15,0.00,0,0,0,0.000000,0.000000
Fleece Lined Gripper Slippers (2-Pack),Quince,https://product-images-cdn.liketoknow.it/dAD_5bEUeF9knCVNc6Sw_VniSB2Va9KL80gFiNO4p4ieFzrAAe3Uz6eyIkyjj2.sor17qezQlArrNcQ.CX4YABxoGp859b8mUcw6XDoRjbR0iGtRGNGu5GUPeQsARrTjncvLkx_NuDpZYRqHZsw39u6D4cnATfU91nmRouLlHGoSw0EXhDw_G3ryI4YObjuiU6Uf4v8JcGOclIKS5A_cHkWCIwOOclX8G5.mMoE7WHFV86atQ.nBK8n53ZqILXOKWdSiK01C5kc-?v=2,,"Not just a slipper, not just a sock. It's both!  With a brushed fleece lining, cushioned footbed, and a non-slip gripper sole, our Gripper Slippers are the perfect piece for lounging around the house.",39.90,USD,https://www.quince.com/women/slipper-socks?color=grey%2Fnatural&tracker=collection_page__%2Fgifts%2Fstocking-stuffers__All%20Products__93,1,0.00,0,0,0,0.000000,0.000000
Women's Chic Corduroy Collared Long Sleeve Jacket - Cupshe,Target,https://product-images-cdn.liketoknow.it/a8MuHQ3DTyqWZIJsg9DDXa5ps__xT6JoF6seOVQASZ056UQx4LE1kbQRGbASLygUbOhlaYJUdB0rgB5DAXatwaseXdHVoBnaFc4Sl1HpUHbQoQvbHJoRRznQ7_p65xsBFap_0V4eL.OciA8X6ptBO.xczfujWW5VOpYSOX9S6Yd7k_GeSS.RLN4-?v=2,,"Read reviews and buy Women's Chic Corduroy Collared Long Sleeve Jacket - Cupshe-M-Green at Target. Choose from contactless Same Day Delivery, Drive Up and more.",47.19,USD,https://www.target.com/p/women-s-chic-corduroy-collared-long-sleeve-jacket-cupshe/-/A-1005436981?preselect=1005436983#lnk=sametab,5,0.00,0,0,0,0.000000,0.000000
Long-Sleeve Ribbed Sweater | Old Navy,Old Navy (US),https://product-images-cdn.liketoknow.it/ctGSPV_Gvc3eJMEY7IRt4z97fQx0mx2JQtHPgiIxDItG96mF91VS73K0KPOL6xYoLMZnPM_TrSTcwOhDde.nF9DVQ6lRvpFnU6NjmEMFXLL4MRAGIpnx0JLt?v=2,,Long-Sleeve Ribbed Sweater | Old Navy,28.99,USD,https://oldnavy.gap.com/browse/product.do?pid=576694022&searchText=5766940220002#pdp-page-content,1,0.00,0,0,0,0.000000,0.000000
Green Satin Sweetheart Twist & Keyhole Maxi Dress,Cupshe US,https://product-images-cdn.liketoknow.it/atsZr7Hr7bvgadA9M0HgaDBOxxIPEy47atarvgU5C0naqzTHRrQUaxfDuCsCWtV07QaRMLs4iwqZn0M2RAxhCxmoX4AhKPaJJSFM1ywHX2KPyGYrI7MeNwLN6hqcVkj871wzTkO6QiaiXlDRMx2Q7DVRir6Dl4mz0w--?v=2,,"Find your perfect beach look with Cupshe's Green Sweetheart Twist & Keyhole Maxi Dress. Shop our selection of swimwear, beach dresses, and accessories to create a stylish and effortless beach outfit.",37.99,USD,https://www.cupshe.com/products/green-sweetheart-twist-keyhole-maxi-dress-CAA05A4H164RR,1,0.00,0,0,0,0.000000,0.000000
Hardware Keyhole Maxi Sweater Dress,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/8kvSz97eC.uXybHSHHp.d4peGb9GU.gv2y3ozS.zJ2Kq.q34qmGAvB9oLYQiTtHTQUlSk8wTrZ3fjIru4SEM1F6D0uhHlSxLNCEVI5fCX4NzAjfQjxTSvzsfv4wN5jUP5hX6zhiyYJq9Fs_.a_L9IvKdNa8oW_S3?v=2,,"Slim-fitting long-sleeve maxi sweater dress in our soft sweater-knit fabric, with hardware keyhole detail at bust and ribbed stitching details throughout.",120.00,USD,https://www.abercrombie.com/shop/us/p/hardware-keyhole-maxi-sweater-dress-61156326,1,0.00,0,0,0,0.000000,0.000000
Vintage Oversized Crop T-Shirt | Old Navy,Old Navy (US),https://product-images-cdn.liketoknow.it/hkrSAdgE3uB566SXvHWWa_R1oGyD.EtAZ1rse1qy6QT59crAt_qvC5Lg7Eh_9jdYJ086hMEhtHJd6x2XoBeWWzc4wwHDD5OF67HzMxWRv0WAlZyNCXGR8NLk?v=2,,Vintage Oversized Crop T-Shirt | Old Navy,4.47,USD,https://oldnavy.gap.com/browse/product.do?pid=507553012&vid=1&searchText=Vintage+Oversized+Crop+T-Shirt#pdp-page-content,1,0.00,0,0,0,0.000000,0.000000
Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/8_674Wwo1WrjTvmeGfGg.DebF4Lq5dgKt0O4JWnYvL.JFGypQApUPg.g7E.mxvuqFzrl0UT38hwTUsndpn4DH109terf0KvyL7uLq2SlUjDKC9IT8PCtLti98kBuhrYfmWNSUmUkqA5ABPoMPQv8zk.CSuH1vRZ.AqY-?v=2,,"Our classic 90s relaxed fit in a light wash, with knee blowout details and a raw hem. Features a high rise that is fitted at the waist through the seat to show off your best butt. Eases open through the thigh into a full-length, relaxed leg shape. Made from our Vintage Comfort Stretch fabric with structure and slight stretch.",100.00,USD,https://www.abercrombie.com/shop/us/p/high-rise-90s-relaxed-jean-59057832?faceout=life&seq=18&pagefm=navigation-grid&prodvm=navigation-grid,3,0.00,0,0,0,0.000000,0.000000
BUNMO Stocking Stuffers for Kids - Stretchy Sensory Strings - Sensory Toys for Kids - Stocking St...,Amazon (US),https://product-images-cdn.liketoknow.it/ol0ABZW7fFsFKHjJ3uZU2180k8pgh.kk4fhJSvQ9XovfMb3Rd5ULLhTt7LldEBMlb.mQQPM8xV_F.kYN29SMS3cuLZHk0okOzIVFbhoqAON.cdhf4lnBsZNCp4KueriBbEI2oDaOFTL5N3l1?v=2,,Amazon.com: BUNMO Stocking Stuffers for Kids - Stretchy Sensory Strings - Sensory Toys for Kids - Stocking Stuffers for Boys and Girls - Hours of Fun - Glitter - 6 Pack : Toys & Games,9.00,USD,https://www.amazon.com/dp/B091DQVXYT?linkCode=spc&tag=onamznickient-20&creativeASIN=B091DQVXYT&asc_item-id=amzn1.shoppablemedia.v1.237e6b37-bf4e-48b5-b00a-d8c3a9d68ca2&ref_=aip_sf_photo_spv_ofs_d_asin&th=1,2,0.00,0,0,0,0.000000,0.000000
"Couch Cup Holder Tray, Handy Soft Silicone Acacia Wooden Couch Caddy for Bed Car Seat Beach Organ...",Amazon (US),https://product-images-cdn.liketoknow.it/YteuKaQxBxYlKY5hLlCHli_juj3FIX.XbAlUIPdHeDPTRhfZiQxJbzJmbCQkHPYyGH7ZFOT5rUKTeOMzvnfw1BSVxTOXohRmA5TmhNt85hJcyMqX_v27bTC9?v=2,,"Amazon.com: Hitseon Couch Cup Holder Tray, Handy Soft Silicone Acacia Wooden Couch Caddy for Bed Car Seat Beach Organizer, Waterproof Anti-Spill Sofa Cup Holder for Snacks Beverage Remote (White) : Home & Kitchen",22.78,USD,https://www.amazon.com/Hitseon-Silicone-Organizer-Waterproof-Anti-Spill/dp/B0CBSDQWYV?ref=dlx_deals_dg_dcl_B0CBSDQWYV_dt_sl14_65_pi&pf_rd_r=ACT35VJ8Z1H34EVH407W&pf_rd_p=3c7fe9b3-8979-43a0-8923-e710e4ebb465&th=1,1,0.00,0,0,0,0.000000,0.000000
Champ Is Here Pants,Free People (Global - UK&FR Excluded),https://product-images-cdn.liketoknow.it/A_Vnmkuj7ulTAYu28gP0CToD6do6FXZQ_70nhM4gMRGwT2.xu1UQ.LfRh4YYuD1ZD2iZS2ojXt.PqAzQ4weIi6mk76kyyaOmZoL.yLocWoxxdKTd1PbKYXf49Csxa5MgWZEHEMR.U8llXwW7ClrY24X8QdF1lJAVL1X15OlD4ru9mBkaneCRdBnHph4chmVfzd7HaxEQsf8-?v=2,90393885,Shop our Champ Is Here Pants at FreePeople.com. Boho clothing for the creative spirit- free worldwide shipping.,98.00,USD,https://www.freepeople.com/fpmovement/shop/champ-is-here-pants/?category=SEARCHRESULTS&color=042&searchparams=q=blue+windbreaker&type=REGULAR&quantity=1&cm_mmc=rakuten-_-affiliates-_-ShopMy-_-1&utm_medium=affiliates&utm_source=rakuten&utm_campaign=ShopMy&utm_term=1636317&utm_content=1&utm_kxconfid=v3sdm8r4u&ranMID=43177&ranEAID=8yaPBDQV8ls&ranSiteID=8yaPBDQV8ls-kxOA7LVYZ.sZJXmwFSMylg,2,0.00,0,0,0,0.000000,0.000000
Floral Crochet Mini Dress - Pink,MESHKI US,https://product-images-cdn.liketoknow.it/PsqTbi_wuqhyEu4_Ih_j1s0Zl5upNyMlajJ.f8o1eOzUMMwzTpIf0CgJpRz75ZRf_gQd_kqspUdk.NJ4A7.Axpzdm3UBGsJ1b2LBA3F4Exp8ghnPCIj4QBeimneQ.6fves0QkRPBDZ22yOjj5pnCsyw5egqhpdwc3.efHH2tduhY?v=2,,"Summer floralsElevate your style with the enchanting KYLA Floral Crochet Mini Dress, a captivating piece that exudes femininity and grace. The functional halter design adds a touch of allure and allows for customisable styling, while the delicate crochet flower appliqué enhances the dress with a romantic and whimsical",165.00,USD,https://www.meshki.us/products/kyla-floral-crochet-mini-dress-pink,1,0.00,0,0,0,0.000000,0.000000
Brush No. 1 Tapered Blending Brush,Sephora (US),https://product-images-cdn.liketoknow.it/vU5uAITKwrOZlU7E5adT13pKMJ0avykZPPFqeGuRljkhc08pv6wB1C18tuQ8O90O.Lz5s7.kZoUMkR3TBDH4oOv50iMyhzLZB3UJW47bDUFumkKVdW_OwJpyhChURezwjNDGlrbDjds-?v=2,,Shop MERIT&rsquo;s Brush No.1 Tapered Blending Blush at Sephora. This essential brush blends out any complexion product for a seamless finish.,32.00,USD,https://www.sephora.com/product/merit-brush-no-1-tapered-blending-brush-P468697?om_mmc=aff-linkshare-redirect-QFGLnEolOWg&c3ch=Linkshare&c3nid=QFGLnEolOWg&affid=QFGLnEolOWg-DD3XoHopwxNJtkCRL5oOpA&ranEAID=QFGLnEolOWg&ranMID=2417&ranSiteID=QFGLnEolOWg-DD3XoHopwxNJtkCRL5oOpA&ranLinkID=10-1&browserdefault=true&country_switch=us&lang=en&skuId=2426708&country_switch=us&lang=en,1,0.00,0,0,0,0.000000,0.000000
EVA BLACK,Steve Madden (US),https://product-images-cdn.liketoknow.it/gcwT0LtnADbyxcXRElUf_M5.EafSZj4xdz9tU2OHaekGkx21wiPKdf9g9dzeq6BGA9aNyxZ1MyRLYiEQYv99zUGQqVxK6NRszKpaJe5fKAQQ6XSJUAtoXrfrprsSLUCFQyuOFAIMCYPSSq_3WQSZ8K1wZaLxRMTUWmaBcoS7Cn7Bv861vjN8LrY-?v=2,,"SWEET + CLASSIC + CHIC An easy square block heel design, the EVA sandal crosses over the toes and around the ankle for a strappy look. Block heel sandal Buckle closure at wrapped ankle strap Crossed front straps Square block heel 3 inch heel height Vegan leather upper material Vegan leather lining Synthetic sole Import",69.99,USD,https://www.stevemadden.com/products/eva-black,1,0.00,0,0,0,0.000000,0.000000
Women's Short Waxed Chore Jacket | Women's Coats & Jackets | Abercrombie.com,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/R3Uf11coPqfwKdWbaH50DnkOMvnTnpxW2H.hgtnpa9bmOirv5KRGzEvqaYXoryNJJN2DfvZZuVmpXeBoGZ4tWtaiUTx5_ZgJ3chi8A5aP3nJfJpLFdmy_DuCUTkZUsM7QyudZpIDkQU6uSijwsI14u6CmN5IOKEFsS7kEF_pVJQTN7W41Ku0?v=2,,"Our new and on-trend barn jacket in a waxed cotton-blend fabric and short length, featuring a contrast corduroy collar, zip-up front and patch pockets.",120.00,USD,https://www.abercrombie.com/shop/us/p/short-waxed-chore-jacket-58970319?faceout=model&seq=01&irclickid=Qz-2kZwhuxycTzgVAYw8B2TFUkpzgWyVqRNBXU0&%24web_only=&ircid=11415&irmpgroupname=&irgwc=1&cmp=AFF%3A116548%3ALTK%3AONLINE_TRACKING_LINK%3AOnline+Tracking+Link,1,0.00,0,0,0,0.000000,0.000000
